Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Painting medium (product.metafields.shopify.painting-medium),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
wandering-the-ocean,,,,,,,,,24*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,21999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/WanderingtheOcean_2.webp?v=1771596966,3,Wandering the Ocean - Niaz Arts,,,,,,,,,,,kg,,,
wandering-the-ocean,,,,,,,,,24*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,29999.00,56000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
wandering-the-ocean,,,,,,,,,36*56 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,31999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
wandering-the-ocean,,,,,,,,,36*56 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,49999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
sandy-shores,Sandy Shores,"<p>Sandy Shores' is a beautiful realism-style artwork that radiates peace and serenity. The calming composition is pleasing to look at and creates a warm and welcoming atmosphere! Step into the subtle, sandy shores and discover for yourself!⁠</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_1_3b5d0aaa-6970-43f9-982c-a3beee110642.webp?v=1771596965,1,Sandy Shores - Niaz Arts,false,,,,,,,,,,kg,,,active
sandy-shores,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_2_2dcb5ff5-a742-4f9f-95be-a012861acc95.webp?v=1771596964,2,Sandy Shores - Niaz Arts,,,,,,,,,,,kg,,,
sandy-shores,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_3_137442cb-6cbf-483f-8f4a-6a1c1d107fe4.webp?v=1771596964,3,Sandy Shores - Niaz Arts,,,,,,,,,,,kg,,,
sandy-shores,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_5_9f5e3d99-8648-45ec-9dc2-f1038027f2be.webp?v=1771596964,4,Sandy Shores - Niaz Arts,,,,,,,,,,,kg,,,
sandy-shores,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_6.webp?v=1771596964,5,Sandy Shores - Niaz Arts,,,,,,,,,,,kg,,,
sandy-shores,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_4_c1ff5d31-18ee-4a27-95f6-259521eb88e6.webp?v=1771596964,6,Sandy Shores - Niaz Arts,,,,,,,,,,,kg,,,
sandy-shores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_7.webp?v=1771596965,7,Sandy Shores - Niaz Arts,,,,,,,,,,,,,,
sandy-shores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/3_8_6a04d2b4-1d55-4fa0-a7b6-0dcf7c49ed38.webp?v=1771596964,8,Sandy Shores - Niaz Arts,,,,,,,,,,,,,,
seashore-bliss,Seashore Bliss,"<p>Ahhh… The seashore.. Who doesn’t like the rhythm of the sea, the sand between your toes? This piece is inspired by all the great memories at the seaside, washed away in a daydream.</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/022e.webp?v=1771596963,1,Seashore Bliss - Niaz Arts,false,,,,,,,,,,kg,,,active
seashore-bliss,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/022b.webp?v=1771596963,2,Seashore Bliss - Niaz Arts,,,,,,,,,,,kg,,,
seashore-bliss,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/022a.webp?v=1771596963,3,Seashore Bliss - Niaz Arts,,,,,,,,,,,kg,,,
seashore-bliss,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/022c.webp?v=1771596962,4,Seashore Bliss - Niaz Arts,,,,,,,,,,,kg,,,
seashore-bliss,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/022d.webp?v=1771596963,5,Seashore Bliss - Niaz Arts,,,,,,,,,,,kg,,,
seashore-bliss,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
oasis-of-the-seas,Oasis of the Seas,"<p>A majestic scene unfolds as the classic ship embarks on its oceanic journey. This beautiful realism artwork captures the grandeur of maritime adventure, inviting you to explore and dream beyond the horizon.</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/c_3_944e5ac0-c7c7-4b17-8a37-9833cbe89bc0.webp?v=1771596961,1,Oasis of the Seas - Niaz Arts,false,,,,,,,,,,kg,,,active
oasis-of-the-seas,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/c_4_b5ea0e80-babe-45a0-8ec8-24b10f2a6bdd.webp?v=1771596960,2,Oasis of the Seas - Niaz Arts,,,,,,,,,,,kg,,,
oasis-of-the-seas,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/c_2_1ed72dc8-ace2-4164-99c5-25133274583b.webp?v=1771596961,3,Oasis of the Seas - Niaz Arts,,,,,,,,,,,kg,,,
oasis-of-the-seas,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/c_1_33e6bd3a-42af-40f3-ba94-0b8fdd4321c9.webp?v=1771596961,4,Oasis of the Seas - Niaz Arts,,,,,,,,,,,kg,,,
oasis-of-the-seas,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
oasis-of-the-seas,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
gone-swimming-1,Gone Swimming,"<p>This beautiful art piece tells a story of a lost sailor, gone to explore the vast ocean. Its beautiful composition leads you straight into the colourful, mesmerizing horizon.</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/119_1_a66ce974-5ddc-4f30-9448-7af17e0fe758.webp?v=1771596958,1,Gone Swimming - Niaz Arts,false,,,,,,,,,,kg,,,active
gone-swimming-1,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/117_1.webp?v=1771596958,2,Gone Swimming - Niaz Arts,,,,,,,,,,,kg,,,
gone-swimming-1,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/118_1_9f01ea36-0f90-49b0-aa1e-46bba7491c0a.webp?v=1771596958,3,Gone Swimming - Niaz Arts,,,,,,,,,,,kg,,,
gone-swimming-1,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/120_1_49eaf8d1-9405-4fe3-bb16-dfa9e1d80e8b.webp?v=1771596958,4,Gone Swimming - Niaz Arts,,,,,,,,,,,kg,,,
gone-swimming-1,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/121_1_a0b29098-f0ab-4cf2-967c-3d4ef778f458.webp?v=1771596959,5,Gone Swimming - Niaz Arts,,,,,,,,,,,kg,,,
gone-swimming-1,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/122_1_0962bbbf-f779-4c03-beb6-fc25711af65a.webp?v=1771596958,6,Gone Swimming - Niaz Arts,,,,,,,,,,,kg,,,
resting-sailboats,Resting Sailboats,"<p>Summer sunset on the sultry salty sea with soft sweet sighs of sadness. This melancholic maritime masterpiece creates a very lively and warm feel wherever it's portrayed! ⁠</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/QQ_20201028234603_1.webp?v=1771596957,1,Resting Sailboats - Niaz Arts,false,,,,,,,,,,kg,,,active
resting-sailboats,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/QQ_20201028234607_1.webp?v=1771596957,2,Resting Sailboats - Niaz Arts,,,,,,,,,,,kg,,,
resting-sailboats,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/QQ_20201028234611_1.webp?v=1771596957,3,Resting Sailboats - Niaz Arts,,,,,,,,,,,kg,,,
resting-sailboats,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/RestingSailboats-00Head.webp?v=1771596957,4,Resting Sailboats - Niaz Arts,,,,,,,,,,,kg,,,
resting-sailboats,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
resting-sailboats,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
blue-ocean-sailing,Blue Ocean Sailing,"<p>Meet 'Blue Ocean Sailing,' where three white sailboats waltz on a canvas of impressionistic blue. It's like poetry in motion—waves and wind whispering tales of adventure. Let this painting transport you to a carefree nautical dreamscape.</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_8_7613e952-6a80-40b6-8040-7665e3d6a930.webp?v=1771596955,1,Blue Ocean Sailing - Niaz Arts,false,,,,,,,,,,kg,,,active
blue-ocean-sailing,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_1_a52dac5a-577d-453f-8586-82a348fcac1b.webp?v=1771596955,2,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,kg,,,
blue-ocean-sailing,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_2_9fe4f0fc-5c1a-4f83-9907-b73d9d724773.webp?v=1771596955,3,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,kg,,,
blue-ocean-sailing,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_3_ee5dabfa-99b0-4fc1-9f6e-bb49b2c491e5.webp?v=1771596955,4,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,kg,,,
blue-ocean-sailing,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_5_c3e437a1-9dfa-486b-ad92-9743d162d2ff.webp?v=1771596955,5,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,kg,,,
blue-ocean-sailing,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_7_da02febe-c63c-48cf-8ca9-260282618750.webp?v=1771596956,6,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,kg,,,
blue-ocean-sailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/30_9_6a36eb1c-6913-4bdf-97b5-3a6ccc483253.webp?v=1771596955,7,Blue Ocean Sailing - Niaz Arts,,,,,,,,,,,,,,
the-wayfarer-sea,The Wayfarer Sea,"<p>As the sun dips below the horizon in 'The Wayfarer,' the ship sails on in an impressionistic landscape. This piece captures the essence of dreams, adventures, and the allure of the open sea.</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/i_1_71436184-4098-468d-ba05-5f3617b63985.webp?v=1771596955,1,The Wayfarer Sea - Niaz Arts,false,,,,,,,,,,kg,,,active
the-wayfarer-sea,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/i_2_d041b8e3-775e-4a67-bc04-ba2635569920.webp?v=1771596953,2,The Wayfarer Sea - Niaz Arts,,,,,,,,,,,kg,,,
the-wayfarer-sea,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/i_4_172b4909-552b-4aab-9898-c148cdd6fba7.webp?v=1771596954,3,The Wayfarer Sea - Niaz Arts,,,,,,,,,,,kg,,,
the-wayfarer-sea,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/i_3_25a086de-5315-49e0-bd27-999a9d87da1f.jpg?v=1771596954,4,The Wayfarer Sea - Niaz Arts,,,,,,,,,,,kg,,,
the-wayfarer-sea,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
the-wayfarer-sea,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
ocean-wishes,Ocean Wishes,"<p>Sailing the stunning sunset away with this beautiful realistic painting! With a compelling composition and gorgeous use of lighting, this artwork really stands out and invites you in to explore what's beyond the sunset.⁠</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*36 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,12999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/OceanWishes_2.webp?v=1771596952,1,Ocean Wishes - Niaz Arts,false,,,,,,,,,,kg,,,active
ocean-wishes,,,,,,,,,18*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,19999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/OceanWishes_5.webp?v=1771596952,2,Ocean Wishes - Niaz Arts,,,,,,,,,,,kg,,,
ocean-wishes,,,,,,,,,24*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,22999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/OceanWishes_3.webp?v=1771596952,3,Ocean Wishes - Niaz Arts,,,,,,,,,,,kg,,,
ocean-wishes,,,,,,,,,24*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,29999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/OceanWishes_1.webp?v=1771596952,4,Ocean Wishes - Niaz Arts,,,,,,,,,,,kg,,,
ocean-wishes,,,,,,,,,36*56 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,34999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
ocean-wishes,,,,,,,,,36*56 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,49999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
sailing-sunset,Sailing Sunset,"<p>Sailing the stunning sunset away with this beautiful realistic painting! With a compelling composition and gorgeous use of lighting, this artwork really stands out and invites you in to explore what's beyond the sunset.⁠</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/62_1.webp?v=1771596951,1,Sailing Sunset - Niaz Arts,false,,,,,,,,,,kg,,,active
sailing-sunset,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/63_1.webp?v=1771596950,2,Sailing Sunset - Niaz Arts,,,,,,,,,,,kg,,,
sailing-sunset,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/SailingSunset_1.webp?v=1771596951,3,Sailing Sunset - Niaz Arts,,,,,,,,,,,kg,,,
sailing-sunset,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/59_1_bb358403-ee59-4f1d-92b1-233c2bdb127d.webp?v=1771596951,4,Sailing Sunset - Niaz Arts,,,,,,,,,,,kg,,,
sailing-sunset,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
sailing-sunset,,,,,,,,,36*48 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,44999.00,100000.00,true,true,,,,,,,,,,,,,,,,,,,kg,,,
night-on-the-ocean,Night on the Ocean,"<p>Oh, to just sail away into the night... That is the stuff of dreams and dreamers! Well, such a sentiment is exactly what is depicted masterfully in this piece! Intent on giving your home an ambiance of tasteful tranquility? Then this is a piece of art just made for you!</p>
<ul>
<li>Original art, hand-painted by our artists<br>
</li>
<li>Durable &amp; non-toxic paint on artist linen canvas<br>
</li>
<li>Framed by experts, arrives ready to hang<br>
</li>
<li>Certificate of authenticity included<br>
</li>
<li>Fully insured free express shipping<br>
</li>
<li>Minor differences due to original handwork</li>
</ul>
<p>For custom sizes, message us on our contact page.</p>",Niaz Arts,Home & Garden > Decor > Artwork,artwork,"abstract, abstraction, animal, animals, art, artwork, calligraphy, handmade, niaz art, niazarts, painting, seascape",true,Size,18*24 inches,,Style,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,11999.00,24000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/98_2.webp?v=1771596949,1,Night on the Ocean - Niaz Arts,false,,,,,,,,,,kg,,,active
night-on-the-ocean,,,,,,,,,18*24 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,17999.00,36000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/100_2.webp?v=1771596949,2,Night on the Ocean - Niaz Arts,,,,,,,,,,,kg,,,
night-on-the-ocean,,,,,,,,,24*36 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,19999.00,40000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/101_2.webp?v=1771596949,3,Night on the Ocean - Niaz Arts,,,,,,,,,,,kg,,,
night-on-the-ocean,,,,,,,,,24*36 inches,,,With frame (ready to hang),,,,,,0.0,shopify,20,deny,manual,27999.00,56000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/96_3.webp?v=1771596949,4,Night on the Ocean - Niaz Arts,,,,,,,,,,,kg,,,
night-on-the-ocean,,,,,,,,,36*48 inches,,,No frame (rolled canvas),,,,,,0.0,shopify,20,deny,manual,29999.00,60000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0707/9791/8250/files/97_2.webp?v=1771596949,5,Night on the Ocean - Niaz Arts,,,,,,,,,,,kg,,,
